Scientific Name,AGCP,AW,CB,EMP,GP,HI,MW,NCNE,WMVC,AK,Common Name,Id,Symbol,RankId,AcceptedId,HasSynonyms,HasSubordinateTaxa,HasWildlife,HasWetlandData,HasImages,HasRelatedLinks,HasLegalStatuses,HasNoxiousStatuses,HasDocumentation,HasDistributionData,NumImages,ProfileImageFilename,ImageId,HasInvasiveStatuses,HasCharacteristics,PlantLocationId,HasEthnobotany,HasPollinator,ScientificSort,Active Growth Period,Coppice Potential,Fall Conspicuous,Flower Color,Flower Conspicuous,Foliage Color,Foliage Porosity Summer,Foliage Porosity Winter,Foliage Texture,Fruit/Seed Color,Fruit/Seed Conspicuous,Growth Form,Growth Rate,"Height at 20 Years, Maximum (feet)","Height, Mature (feet)",Known Allelopath,Leaf Retention,Lifespan,Low Growing Grass,Resprout Ability,Shape and Orientation,Toxicity,Adapted to Coarse Textured Soils,Adapted to Fine Textured Soils,Adapted to Medium Textured Soils,Anaerobic Tolerance,Cold Stratification Required,Drought Tolerance,Fertility Requirement,"Frost Free Days, Minimum",Hedge Tolerance,Moisture Use,"pH, Maximum","pH, Minimum","Precipitation, Maximum","Precipitation, Minimum","Root Depth, Minimum (inches)",Salinity Tolerance,Shade Tolerance,"Temperature, Minimum (°F)",Bloom Period,Commercial Availability,Fruit/Seed Abundance,Fruit/Seed Period Begin,Fruit/Seed Period End,Fruit/Seed Persistence,Propagated by Bare Root,Propagated by Bulb,Propagated by Container,Propagated by Corm,Propagated by Cuttings,Propagated by Seed,Propagated by Sod,Propagated by Sprigs,Propagated by Tubers,Seed Spread Rate,Seedling Vigor,Vegetative Spread Rate,Nursery Stock Product
Cardamine digitata,,,,,,,,,,FAC,Richardson's Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine diphylla,UPL,,,FACU,,,FACU,FACU,,,Crinkleroot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine douglassii,OBL,,,FACW,FACW,,FACW,FACW,,,Limestone Bittercress,62463.0,CADO,0.0,62463.0,False,False,False,False,False,False,False,False,False,False,4.0,cado_002_tvp.jpg,0.0,False,False,0.0,False,False,Cardamine douglassii Britton,Spring and Summer,No,No,Purple,Yes,Green,Porous,Porous,Medium,Brown,No,Rhizomatous,Moderate,,1.0,No,No,Moderate,No,No,Erect,,Yes,Yes,Yes,High,No,,High,130.0,,High,7.7,6.0,55.0,24.0,10.0,,Tolerant,-33.0,Early Spring,No Known Source,High,Spring,Spring,No,No,No,No,No,No,Yes,No,Yes,No,Moderate,Medium,Slow,No
Cardamine flagellifera,,,,FACU,,,,,,,Blue Ridge Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine flexuosa,FACU,FACU,FACU,FAC,FACW,FAC,FACU,FAC,FAC,,Woodland Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine hirsuta,FACU,FACU,,FACU,FAC,UPL,FACU,FACU,FACU,FACU,Hairy Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine impatiens,FAC,,,FAC,,,FAC,FAC,,,Narrow-Leaf Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine longii,OBL,,,OBL,,,,OBL,,,Long's Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine macrocarpa,,FAC,,,FACW,,,,,,Large-Seed Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine micranthera,,,,OBL,,,,,,,Streambank Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine microphylla,,,,,,,,,,FACW,Little-Leaf Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine nuttallii,,FAC,,,,,,,FACW,,Nuttall's Toothwort,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine nymanii,,,,,,,,,,FACW,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine occidentalis,,FACW,,,,,,,FACW,FACW,Big Western Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine oligosperma,,FAC,,,FAC,,,,FAC,,Little Western Bittercress,62506.0,CAOL,0.0,62506.0,False,False,False,False,False,False,False,False,False,False,2.0,caol_001_thp.jpg,0.0,False,False,0.0,False,False,Cardamine oligosperma Nutt.,Spring,No,No,White,No,Green,Porous,Porous,Fine,Black,No,Single Crown,Rapid,,1.7,No,No,Short,No,No,Erect,,No,No,Yes,,No,Low,High,60.0,,Medium,7.0,5.5,50.0,14.0,6.0,,Tolerant,-23.0,Early Spring,No Known Source,High,Spring,Summer,No,No,No,No,No,No,Yes,No,No,No,Moderate,High,,No
Cardamine pachystigma,,FAC,,,,,,,FAC,,Serpentine Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine parviflora,FACU,FACW,,FACU,FACW,,FAC,FAC,FACW,,Sand Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine penduliflora,,,,,,,,,OBL,,Willamette Valley Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine pensylvanica,FACW,FACW,,OBL,FACW,,FACW,FACW,FACW,FACW,Quaker Bittercress,62528.0,CAPE3,0.0,62528.0,False,False,False,False,False,False,False,False,False,False,3.0,cape3_002_thp.jpg,0.0,False,False,0.0,False,False,Cardamine pensylvanica Muhl. ex Willd.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine purpurea,,,,,,,,,,FACW,Purple Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine rotundifolia,OBL,,,OBL,,,OBL,OBL,,,American Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardamine umbellata,,FACW,,,,,,,FACW,FACW,Umbell's Bittercress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiospermum halicacabum,FAC,FAC,UPL,FACU,FAC,UPL,FAC,FAC,,,Love-in-a-Puff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cardiospermum microcarpum,FAC,,UPL,,,,,,,,Heartseed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carduus nutans,UPL,FACU,,UPL,FACU,,FACU,FACU,UPL,,Nodding Plumeless-Thistle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex X aestivaliformis,FAC,,,FAC,,,FAC,FAC,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex X physocarpoides,,OBL,,,OBL,,,,OBL,OBL,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex X stenolepis,,,,,,,,FAC,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex X subimpressa,,,,,OBL,,OBL,OBL,,,_?_,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex aboriginum,,OBL,,,,,,,OBL,,Indian Valley Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex abrupta,,FAC,,,,,,,FAC,,Abrupt-Beak Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex abscondita,FACW,,,FAC,FAC,,FACU,FACU,,,Thicket Sedge,18088.0,CAAB5,0.0,18088.0,False,False,False,False,False,False,False,False,False,False,3.0,caab5_002_tvp.jpg,0.0,False,False,0.0,False,False,Carex abscondita Mack.,Spring and Summer,No,No,Green,No,Green,Porous,Porous,Fine,Brown,No,Bunch,Slow,,0.7,No,No,Long,No,No,Erect,,No,Yes,Yes,High,No,Low,Medium,165.0,,High,6.8,4.8,55.0,36.0,6.0,,Tolerant,-3.0,Late Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex acutiformis,OBL,,,,,,OBL,OBL,,,Lesser Pond Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex adelostoma,,,,,,,,,,OBL,Circumpolar Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex alata,OBL,,,OBL,OBL,,OBL,OBL,,,Broad-Wing Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex albicans,FAC,,,UPL,FACU,,UPL,UPL,,,White-Tinge Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex albolutescens,FACW,,,FACW,FACW,,FACW,FACW,,,Green-White Sedge,18124.0,CAAL5,0.0,18124.0,False,False,False,False,False,False,False,False,False,False,0.0,,0.0,False,False,0.0,False,False,Carex albolutescens Schwein.,Spring,No,No,Green,No,Green,Porous,Porous,Fine,Yellow,No,Bunch,Moderate,,3.9,No,No,Long,No,No,Erect,,No,Yes,Yes,Medium,No,Low,Medium,120.0,,Medium,7.8,4.3,65.0,16.0,16.0,,Intermediate,-38.0,Spring,Routinely Available,Medium,Spring,Fall,No,No,No,No,No,No,Yes,No,Yes,No,Rapid,Medium,,No
Carex albonigra,,FACU,,,FAC,,,,FACU,FACU,Black-and-White-Scale Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex alligata,,,,,,FACW,,,,,Hawaii Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex alma,,OBL,,,OBL,,,,OBL,,Sturdy Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex alopecoidea,FACW,,,FACW,FACW,,FACW,FACW,OBL,,Fox-Tail Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex amphibola,FACW,,,FAC,OBL,,FAC,FAC,,,Eastern Narrow-Leaf Sedge,18129.0,CAAM8,0.0,18129.0,False,False,False,False,False,False,False,False,False,False,3.0,caam8_002_tvp.jpg,0.0,False,False,0.0,False,False,Carex amphibola Steud.,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,2.0,No,No,Long,No,No,Semi-Erect,,No,Yes,Yes,Medium,No,Low,High,165.0,,Medium,7.0,5.9,55.0,28.0,8.0,,Tolerant,-3.0,Late Spring,No Known Source,Low,Summer,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex amplifolia,,OBL,,,,,,,OBL,,Big-Leaf Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex angustata,,FACW,,,,,,,FACW,,Many-Fruit Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex annectens,FACW,,,FACW,FACW,,FACW,FACW,,,Yellow-Fruit Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex anthoxanthea,,,,,,,,,OBL,FACW,Grassy-Slope Arctic Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex aperta,,FACW,,,FACW,,,,OBL,,Columbian Sedge,18145.0,CAAP3,0.0,18145.0,False,False,False,False,False,False,False,False,False,False,0.0,,0.0,False,False,0.0,False,False,Carex aperta Boott,Spring,No,No,Brown,No,Green,Dense,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,2.0,No,No,Long,No,No,Semi-Erect,,No,Yes,Yes,,No,,Low,60.0,,High,7.0,5.5,60.0,24.0,14.0,Low,Intolerant,-18.0,Early Spring,Routinely Available,Medium,Spring,Summer,No,No,No,No,No,No,Yes,No,Yes,No,Slow,Low,Moderate,No
Carex aquatilis,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Leafy Tussock Sedge,18151.0,CAAQ,0.0,18151.0,False,False,False,False,False,False,False,False,False,False,5.0,caaq_002_tvp.jpg,0.0,False,False,0.0,False,False,Carex aquatilis Wahlenb.,Summer,No,No,Green,No,Green,Porous,Porous,Fine,Yellow,No,Bunch,Moderate,,2.9,No,No,Long,No,No,Erect,,No,Yes,Yes,High,No,Low,Medium,120.0,,High,7.5,4.0,65.0,15.0,14.0,,Intolerant,-38.0,Summer,Routinely Available,Medium,Summer,Fall,No,No,No,No,No,No,Yes,No,Yes,No,Slow,Medium,,No
Carex arcta,,OBL,,OBL,,,OBL,OBL,OBL,OBL,Northern Cluster Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex arctiformis,,,,,,,,,,OBL,Polar Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex arkansana,FACU,,,FACU,FACU,,FAC,FAC,,,Arkansas Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex atherodes,,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Wheat Sedge,18178.0,CAAT2,0.0,18178.0,False,False,False,False,False,False,False,False,False,False,5.0,caat2_002_tvp.jpg,0.0,False,False,0.0,False,False,Carex atherodes Spreng.,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Coarse,Brown,No,Rhizomatous,Moderate,,5.0,No,No,Long,No,No,Erect,,No,Yes,Yes,High,No,Low,Medium,85.0,,High,7.2,4.5,60.0,12.0,8.0,,Intolerant,-38.0,Late Spring,Routinely Available,Medium,Summer,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,Slow,No
Carex athrostachya,,FACW,,,FACW,,,,FACW,FAC,Slender-Beak Sedge,18179.0,CAAT3,0.0,18179.0,False,False,False,False,False,False,False,False,False,False,3.0,caat3_001_tvp.jpg,0.0,False,False,0.0,False,False,Carex athrostachya Olney,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Slow,,2.0,No,No,Long,No,No,Erect,,Yes,No,Yes,High,Yes,,Low,85.0,,High,7.2,5.8,40.0,14.0,8.0,,Intermediate,-33.0,Late Spring,Routinely Available,Low,Spring,Summer,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex atlantica,FACW,,,FACW,OBL,,FACW,FACW,,,Prickly Bog Sedge,18180.0,CAAT4,0.0,18180.0,False,False,False,False,False,False,False,False,False,False,3.0,caat4_002_tvp.jpg,0.0,False,False,0.0,False,False,Carex atlantica L.H. Bailey,Spring and Summer,No,No,Green,No,Green,Dense,Porous,Coarse,Brown,No,Bunch,Moderate,,1.8,No,No,Long,No,No,Semi-Erect,,No,Yes,Yes,High,No,,Medium,130.0,,High,6.0,4.5,55.0,40.0,12.0,Low,Intermediate,-18.0,Late Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,Moderate,No
Carex atratiformis,,,,,,,,FACW,,FACW,Scabrous Black Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex atrofusca,,,,,,,,,,FACW,Scorched Alpine Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex atrosquama,,FACU,,,FACU,,,,FAC,FACW,Lesser Black-Scale Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex aurea,,OBL,,FACW,OBL,,FACW,FACW,FACW,FACW,Golden-Fruit Sedge,18205.0,CAAU3,0.0,18205.0,False,False,False,False,False,False,False,False,False,False,4.0,caau3_002_tvp.jpg,0.0,False,False,0.0,False,False,Carex aurea Nutt.,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Fine,Brown,No,Rhizomatous,Slow,,1.2,No,No,Long,No,No,Erect,,Yes,No,Yes,High,Yes,,Low,85.0,,High,7.2,5.5,40.0,14.0,8.0,,Intermediate,-33.0,Late Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex austrina,FACU,,,FACU,FACU,,FACU,FACU,,,Southern Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex austrodeflexa,FACW,,,OBL,,,,,,,Canebrake Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex baileyi,FACW,,,OBL,,,FACW,OBL,,,Bailey's Sedge,18220.0,CABA7,0.0,18220.0,False,False,False,False,False,False,False,False,False,False,3.0,caba7_002_thp.jpg,0.0,False,False,0.0,False,False,Carex baileyi Britton,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Moderate,,2.1,No,No,Moderate,No,No,Erect,,No,Yes,Yes,High,No,,Medium,85.0,,High,7.0,4.8,55.0,13.0,8.0,,Tolerant,-33.0,Late Spring,Contracting Only,Low,Summer,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex barbarae,,FAC,,,,,,,FAC,,Santa Barbara Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex barrattii,OBL,,,OBL,,,,OBL,,,Barratt's Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex basiantha,FACW,,,FACW,FACW,,,,,,Widow Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex bebbii,OBL,OBL,,OBL,OBL,,OBL,OBL,OBL,OBL,Bebb's Sedge,18223.0,CABE2,0.0,18223.0,False,False,False,False,False,False,False,False,False,False,4.0,cabe2_002_tvp.jpg,0.0,False,False,0.0,False,False,Carex bebbii Olney ex Fernald,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,3.0,No,No,Long,No,No,Erect,,No,Yes,Yes,High,No,,Medium,80.0,,High,7.0,4.6,55.0,14.0,8.0,,Tolerant,-38.0,Late Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex bella,,FACU,,,FAC,,,,FACU,,Southwestern Showy Sedge,18224.0,CABE3,0.0,18224.0,False,False,False,False,False,False,False,False,False,False,3.0,cabe3_001_tvp.jpg,0.0,False,False,0.0,False,False,Carex bella L.H. Bailey,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Slow,,2.0,No,No,Long,No,No,Erect,,Yes,No,Yes,High,Yes,,Low,120.0,,High,7.5,6.0,40.0,10.0,8.0,,Intermediate,-18.0,Late Spring,No Known Source,Low,Spring,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex bicknellii,FAC,,,FAC,FACW,,FACU,FAC,,,Bicknell's Sedge,18228.0,CABI3,0.0,18228.0,False,False,False,False,False,False,False,False,False,False,1.0,cabi3_001_tvd.jpg,0.0,False,False,0.0,False,False,Carex bicknellii Britton,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Fine,Brown,No,Bunch,Moderate,,3.4,No,No,Long,No,No,Erect,,Yes,Yes,Yes,Low,No,Medium,Low,85.0,,Low,6.6,4.5,55.0,14.0,8.0,,Tolerant,-38.0,Late Spring,Routinely Available,Low,Summer,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex bicolor,,,,,,,,,,OBL,Two-Color Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex bigelowii,,,,,,,,FACW,,FAC,Bigelow's Sedge,18232.0,CABI5,0.0,18232.0,False,False,False,False,False,False,False,False,False,False,1.0,cabi5_001_tvd.jpg,0.0,False,False,0.0,False,False,Carex bigelowii Torr. ex Schwein.,Summer and Fall,No,No,Green,No,Green,Moderate,Porous,Medium,Brown,No,Stoloniferous,Moderate,,0.4,No,No,Long,No,No,Erect,,Yes,No,Yes,Medium,No,Low,Low,80.0,,Medium,6.4,4.8,55.0,36.0,6.0,,Intermediate,-43.0,Mid Summer,No Known Source,Low,Summer,Fall,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,Moderate,No
Carex billingsii,OBL,,,OBL,,,OBL,OBL,,,Billings' Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex blanda,FAC,FAC,,FAC,FAC,,FAC,FAC,FACU,,Eastern Woodland Sedge,18236.0,CABL,0.0,18236.0,False,False,False,False,False,False,False,False,False,False,5.0,cabl_003_thp.jpg,0.0,False,False,0.0,False,False,Carex blanda Dewey,Spring and Summer,No,No,Green,No,Green,Moderate,Porous,Medium,Brown,No,Bunch,Slow,,2.0,No,No,Moderate,No,No,Erect,,No,Yes,Yes,High,No,Low,Medium,95.0,,High,7.0,4.4,60.0,36.0,8.0,,Tolerant,-28.0,Spring,Routinely Available,Low,Spring,Summer,No,Yes,No,No,No,No,Yes,No,Yes,No,Slow,Low,,No
Carex bolanderi,,FAC,,,FACW,,,,FAC,,Bolander's Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex bonanzensis,,,,,,,,,,FACW,Yukon Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex brevior,FAC,FAC,,FAC,FAC,,FAC,FAC,FAC,,Short-Beak Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex bromoides,FACW,,,FACW,,,FACW,FACW,,,Brome-Like Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex brunnescens,FAC,OBL,,FACW,FAC,,FACW,FACW,OBL,FAC,Brownish Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex bulbostylis,FACW,,,FACW,FACW,,FACW,,,,False Hair Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex bullata,OBL,,,OBL,,,,OBL,,,Button Sedge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
